"","A1","A2","A3","A4","A5","C1","C2","C3","C4","C5","E1","E2","E3","E4","E5","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5"
"64918",6,5,5,6,5,4,5,2,4,3,2,3,2,3,3,5,3,3,4,3,4,5,2,5,3
"64919",6,5,3,4,4,6,6,6,6,1,6,1,3,1,4,1,1,1,1,1,6,4,5,6,3
"64920",4,4,5,6,3,6,6,5,6,5,4,6,5,5,5,5,5,5,6,6,6,5,5,2,6
"64921",4,6,6,3,6,2,3,3,3,3,5,5,5,4,5,3,2,2,5,5,4,3,5,5,5
"64926",3,5,2,1,4,5,2,2,4,1,5,4,4,5,5,3,2,5,3,1,5,6,5,2,5
"64931",2,6,5,3,6,5,6,4,5,3,5,3,4,4,6,6,5,6,4,3,5,2,3,4,3
"64936",6,6,5,6,6,6,5,5,5,2,3,5,5,6,5,3,2,3,3,1,6,4,6,6,5
"64937",3,4,5,2,5,5,6,4,4,5,4,5,5,5,5,5,3,3,4,5,5,4,4,4,4
"64938",6,6,6,6,6,5,5,5,6,3,5,6,5,6,5,5,3,6,6,6,5,2,6,6,5
"64939",3,5,6,5,6,3,2,2,4,1,1,3,4,5,4,2,3,2,2,5,4,1,1,6,1
"64940",3,3,3,2,2,4,3,5,5,5,2,2,2,3,3,5,2,1,4,2,2,3,2,3,2
"64944",1,4,5,6,5,4,6,6,2,3,6,5,1,5,4,2,1,2,5,3,6,2,5,5,4
"64946",1,NA,6,4,5,6,4,5,1,4,3,3,6,6,3,1,3,1,5,2,4,3,3,6,2
"64949",6,5,5,4,6,6,6,5,5,6,3,6,5,5,5,6,6,4,4,4,6,6,6,5,5
"64950",4,3,3,4,4,4,3,3,3,2,5,4,4,4,4,4,3,5,3,5,4,4,6,6,5
"64952",6,6,4,3,5,4,5,4,5,2,5,5,4,5,4,5,4,3,5,5,4,6,5,4,5
"64953",2,5,5,5,5,5,5,5,2,2,2,2,5,5,5,2,2,2,2,2,5,2,5,5,2
"64954",6,6,6,3,6,6,5,5,5,2,5,5,5,5,5,2,1,2,2,2,4,5,4,6,6
"64958",2,6,6,1,6,5,6,5,NA,1,6,2,5,5,5,5,4,1,1,3,6,5,5,6,5
"64960",6,6,6,6,6,5,5,3,2,2,2,5,4,5,6,5,5,2,5,6,5,4,5,6,5
"64961",6,4,3,3,4,5,4,5,5,3,5,3,4,2,3,5,5,5,3,6,6,5,6,6,6
"64962",6,6,6,1,1,5,6,6,3,1,6,1,6,1,6,1,1,1,1,1,6,1,4,6,6
"64963",4,4,4,4,4,6,5,4,6,6,4,3,5,5,5,6,6,6,6,6,5,5,5,4,5
"64967",6,6,6,6,6,5,6,2,2,5,2,5,5,6,6,5,2,3,3,3,5,5,6,6,5
"64968",1,5,5,6,6,5,6,6,2,1,4,1,5,6,6,2,1,3,2,2,5,1,5,6,5
"64969",1,5,5,6,6,5,6,6,2,6,4,1,5,6,6,2,6,3,2,2,5,6,5,6,5
"64970",1,2,5,6,6,5,6,3,2,6,4,1,5,6,2,2,6,3,2,2,5,6,5,6,5
"64971",1,2,5,6,6,5,6,6,6,6,4,1,5,6,2,6,6,3,5,2,5,6,5,6,5
"64975",1,2,5,6,6,5,4,6,6,6,4,1,5,6,2,6,6,3,5,2,5,6,5,6,5
"64978",1,2,5,6,6,5,4,6,6,6,4,1,5,6,2,6,6,3,5,4,5,6,3,6,5
"64979",1,2,5,6,6,5,4,6,6,6,4,1,5,6,2,6,6,3,5,1,5,6,6,6,5
"64980",1,2,5,6,6,5,4,6,6,6,4,1,5,6,2,6,6,6,5,1,5,6,6,1,5
"64981",1,2,5,6,6,5,4,6,6,6,4,1,5,6,2,6,6,1,5,1,5,6,6,6,5
"64982",1,2,5,6,6,5,4,6,6,6,4,6,5,6,2,6,6,1,5,1,5,6,6,6,5
"64984",4,4,4,1,4,5,4,5,3,4,3,4,3,3,5,6,5,5,5,4,4,4,2,2,2
"64987",6,5,1,6,2,5,5,5,4,2,3,1,1,3,4,2,2,1,2,2,4,4,5,5,2
"64990",5,5,5,5,2,5,6,5,3,3,6,1,5,5,6,1,1,1,1,1,4,3,6,2,1
"64991",5,5,5,6,5,5,6,6,3,5,6,4,3,5,6,2,3,2,4,1,6,3,NA,6,5
"64992",5,5,4,4,4,4,4,5,4,4,3,3,4,4,2,4,4,3,5,3,4,3,4,4,4
"64993",3,5,4,4,3,4,3,3,5,3,5,3,4,2,5,2,2,2,1,5,4,5,5,5,3
"64996",6,1,4,6,6,6,6,4,6,6,2,5,NA,6,5,6,5,3,6,6,4,6,4,1,4
"64997",4,6,5,6,6,6,5,5,6,5,4,5,5,5,6,6,5,6,6,5,6,4,4,4,5
"65017",3,5,4,4,4,5,5,4,5,4,5,3,4,5,5,5,5,2,3,4,4,2,4,5,5
"65018",6,6,6,4,5,3,2,5,3,5,6,5,5,3,6,6,6,5,NA,5,5,5,6,6,6
"65020",2,5,NA,5,4,5,5,5,5,2,2,3,1,4,6,5,3,5,5,5,3,3,4,4,5
"65022",3,4,4,4,3,4,4,4,4,5,4,3,1,2,5,5,5,5,5,5,4,4,5,6,3
"65025",5,5,5,6,5,5,5,5,6,6,4,5,5,5,6,6,6,6,5,5,6,3,4,4,2
"65026",2,4,3,4,3,4,2,2,4,5,1,3,4,4,2,5,3,6,3,5,6,6,4,6,6
"65027",3,4,4,5,5,4,4,4,5,2,5,5,5,4,5,5,6,5,5,5,3,4,3,2,5
"65028",3,1,5,2,5,6,5,2,5,4,1,3,5,3,3,3,2,3,2,5,6,6,6,6,5
"65033",4,5,3,6,4,4,3,2,5,2,5,3,3,3,2,6,6,2,3,5,4,4,2,3,4
"65041",4,5,1,4,4,4,4,4,5,5,4,3,4,4,3,5,3,2,4,2,3,5,4,4,3
"65042",5,4,6,5,5,5,5,5,2,6,5,5,6,5,6,4,5,4,5,5,6,5,5,5,5
"65044",5,4,4,6,4,5,6,1,3,1,3,3,1,4,4,1,1,2,2,4,2,2,6,6,3
"65047",4,2,2,2,4,5,5,5,4,5,5,5,5,5,5,5,4,5,4,6,6,5,5,6,5
"65049",2,3,1,1,3,5,2,5,4,2,4,2,4,3,4,3,2,5,4,3,3,4,3,6,4
"65050",6,6,4,6,4,6,6,5,5,6,6,3,5,5,5,3,3,3,3,2,6,6,6,6,4
"65052",6,5,5,6,3,5,4,2,5,NA,6,3,4,5,4,4,2,4,5,5,4,6,6,6,6
"65054",5,5,4,6,4,5,3,4,4,4,4,4,4,5,4,5,5,5,3,4,3,4,4,5,3
"65056",5,6,5,6,5,5,5,5,2,3,4,5,2,4,5,3,4,2,1,5,6,6,6,6,6
"65058",4,4,3,1,3,4,3,4,4,3,6,4,4,1,5,3,3,4,3,3,6,6,6,6,6
"65059",2,4,5,4,4,4,4,5,5,4,3,4,3,4,4,5,5,6,4,6,5,5,5,6,5
"65060",5,5,6,6,6,5,5,5,2,6,4,NA,6,4,6,5,5,6,6,4,6,3,6,6,4
"65061",3,4,5,6,2,5,5,5,5,2,3,3,5,6,5,2,1,2,2,6,5,6,6,6,5
"65070",5,5,6,5,5,4,4,6,5,3,4,1,3,2,5,2,1,4,3,5,4,6,5,6,5
"65071",6,5,5,5,NA,1,6,6,3,2,3,1,1,5,4,3,1,1,1,2,5,1,6,6,2
"65075",6,6,6,6,6,6,6,6,6,6,2,6,5,5,6,6,6,2,1,6,5,6,5,5,3
"65078",4,6,NA,6,4,6,5,6,6,1,3,4,4,NA,6,3,4,3,2,3,6,3,4,6,5
"65079",5,6,5,6,5,6,6,6,6,6,2,6,5,6,6,6,6,6,1,6,5,6,5,5,6
"65080",4,4,2,4,1,6,6,5,6,6,1,1,1,2,5,5,3,5,5,2,4,5,2,6,6
"65081",6,5,5,5,5,4,4,4,4,1,5,4,4,4,5,6,6,2,3,4,5,5,6,6,6
"65082",3,4,5,5,6,5,5,4,5,4,3,2,5,3,4,6,5,4,4,5,6,5,4,5,4
"65083",6,5,4,5,4,6,5,6,5,3,2,2,2,5,5,4,4,5,5,6,4,3,4,6,5
"65084",6,4,4,3,6,5,4,4,3,3,4,1,2,5,5,4,2,5,5,4,2,3,5,6,6
"65086",5,4,4,2,6,3,3,5,2,2,4,6,4,5,3,3,1,1,1,5,6,4,5,6,4
"65087",5,5,2,1,2,6,6,3,6,6,6,5,5,5,6,6,6,5,6,6,6,6,6,6,6
"65088",5,5,4,5,5,5,5,5,6,5,4,5,5,5,5,5,5,5,5,3,5,4,5,5,6
"65091",5,4,4,3,4,5,4,3,4,3,4,3,5,4,3,4,3,3,4,3,6,3,6,NA,4
"65092",5,4,4,4,5,5,4,4,5,2,3,3,3,3,5,3,4,5,4,5,5,5,4,5,5
"65096",4,6,5,6,5,4,4,4,5,5,6,5,5,6,5,6,6,5,6,3,5,6,5,5,2
"65097",6,6,6,6,6,5,4,4,4,3,6,6,6,6,4,6,6,6,6,4,6,3,6,6,1
"65099",5,4,4,5,3,4,4,2,2,2,4,4,3,5,4,3,3,3,3,3,3,4,3,5,4
"65100",5,4,3,3,3,4,3,4,5,2,2,3,3,2,3,6,5,6,4,6,3,5,3,5,4
"65101",3,3,5,3,4,4,3,3,4,4,4,3,4,5,3,3,3,2,6,2,2,3,3,5,3
"65105",4,3,4,3,5,6,4,4,2,1,5,2,4,5,4,3,3,3,3,3,4,3,5,6,3
"65108",6,5,5,6,5,5,5,6,3,5,6,6,4,6,5,6,5,5,5,3,5,6,6,6,5
"65109",5,3,4,5,5,4,4,2,3,5,5,4,4,5,4,4,4,5,5,5,6,6,5,5,4
"65111",6,5,NA,5,5,6,5,5,5,3,3,4,2,2,5,3,2,2,2,5,3,5,5,6,6
"65114",6,6,2,5,2,5,4,1,3,1,2,1,1,2,1,3,2,2,1,5,2,3,5,6,5
"65117",6,2,3,4,2,5,4,4,3,3,3,2,3,2,4,5,5,5,5,5,4,4,5,6,3
"65121",5,4,6,5,1,NA,6,5,2,3,4,5,5,5,5,4,4,4,NA,3,6,4,6,4,5
"65122",2,4,1,4,3,6,3,4,2,2,6,5,2,5,5,6,4,6,6,4,6,6,6,6,4
"65124",5,6,6,4,5,6,6,6,5,6,6,5,4,5,5,5,4,3,6,5,5,5,5,6,6
"65126",2,5,5,6,6,6,6,5,5,6,5,6,6,6,6,6,5,4,4,5,6,5,6,5,4
"65129",1,2,6,6,6,5,5,6,1,2,3,3,6,5,4,6,5,6,5,3,6,3,4,4,3
"65130",5,6,6,6,6,4,3,NA,1,1,6,2,5,6,3,6,3,5,3,6,3,1,5,5,1
"65140",5,4,5,6,5,5,5,5,6,5,6,5,4,6,5,6,5,5,5,4,5,4,4,5,4
"65142",4,5,4,5,3,3,2,2,2,1,2,1,2,3,2,4,4,3,2,2,4,5,5,6,5
"65144",6,6,6,6,5,6,5,5,5,1,6,6,2,5,5,4,3,2,5,1,5,4,2,5,5
"65147",6,5,5,6,4,6,5,5,6,4,4,3,3,3,6,3,2,3,4,5,4,5,4,5,5
"65150",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"65151",5,6,6,6,6,3,2,2,3,1,3,3,6,5,5,6,6,6,4,6,6,5,5,6,1
"65152",5,4,5,6,6,5,3,5,5,5,5,3,4,3,6,5,4,5,4,6,4,5,4,5,NA
"65156",6,6,6,5,5,5,3,5,5,5,5,5,5,6,6,6,2,6,4,6,6,5,5,5,6
"65157",6,6,5,4,5,2,2,3,2,3,6,6,4,6,3,1,1,2,5,2,4,5,4,4,2
"65162",3,4,3,4,2,5,5,5,5,4,2,4,3,3,5,5,4,3,3,5,5,4,3,4,4
"65163",4,4,3,2,2,5,5,5,5,2,1,1,2,1,5,2,2,5,1,3,6,6,5,6,6
"65164",4,5,3,5,3,4,2,4,2,5,5,4,4,4,6,2,2,2,2,2,4,6,4,2,5
"65166",5,5,6,5,6,5,4,3,4,3,6,6,5,6,4,5,3,5,4,5,4,3,5,5,5
"65168",4,3,NA,NA,5,1,NA,NA,NA,6,NA,6,NA,5,2,NA,2,2,NA,NA,NA,6,NA,1,NA
"65169",6,5,5,4,5,4,5,4,5,5,4,6,5,5,5,5,5,6,2,5,4,6,5,6,5
"65170",4,3,5,5,5,1,6,6,5,6,6,6,1,5,2,2,2,2,3,4,5,6,1,1,6
"65172",4,5,5,4,4,4,3,4,4,4,4,5,3,5,3,5,3,4,4,4,4,3,4,5,3
"65173",3,4,4,5,5,4,3,2,2,2,3,4,4,4,4,4,4,2,3,2,4,3,5,3,4
"65174",6,6,6,6,6,5,4,6,5,3,2,6,6,5,6,5,4,4,3,3,5,6,5,4,6
"65175",6,4,5,6,5,3,4,2,5,5,2,3,5,4,4,6,4,5,5,2,6,5,4,5,5
"65179",4,NA,1,4,5,3,2,3,4,4,2,4,4,2,3,5,5,6,6,4,3,6,2,2,3
"65180",6,5,6,6,6,6,6,3,6,6,4,6,6,6,6,4,2,2,4,6,5,5,6,6,6
"65185",6,5,6,5,4,5,5,5,6,6,3,5,4,3,5,6,6,6,6,5,4,5,2,2,3
"65186",4,6,6,5,6,4,4,3,3,6,4,2,4,5,6,5,2,3,6,5,6,4,5,4,6
"65188",6,6,6,1,6,5,4,5,3,2,4,1,5,6,5,3,1,4,2,2,4,4,5,6,5
"65190",3,3,4,4,1,6,4,5,2,2,1,1,4,5,5,6,4,6,3,6,6,6,6,6,6
"65191",3,6,6,6,2,5,6,6,6,6,3,4,6,4,6,5,6,2,2,6,6,6,6,6,6
"65193",5,4,5,4,1,4,4,4,2,3,6,5,4,6,5,3,2,2,4,4,2,5,4,5,3
"65195",5,5,5,6,5,4,5,4,4,3,5,5,4,5,4,2,2,3,3,4,5,5,5,4,4
"65196",5,5,3,4,3,5,3,2,3,3,6,5,4,5,5,5,5,5,2,3,5,4,4,2,4
"65197",6,5,5,6,5,4,5,4,3,2,4,5,4,5,5,3,2,3,2,3,5,5,6,6,6
"65199",6,6,6,6,6,5,5,4,5,5,5,6,3,6,5,5,6,6,6,6,5,5,4,5,4
"65201",4,5,4,3,4,4,5,5,3,5,5,4,NA,5,4,3,5,5,2,3,4,4,4,3,4
"65202",5,5,4,5,5,5,5,2,4,5,6,4,4,6,5,3,2,2,4,4,2,4,3,4,5
"65204",3,3,6,6,6,5,5,5,4,3,1,6,6,6,6,2,4,2,3,5,5,1,5,6,3
"65206",4,3,4,5,6,5,5,2,4,4,6,6,5,6,6,5,5,6,6,6,6,4,5,4,5
"65207",6,5,5,4,6,5,3,5,3,3,2,2,5,5,5,5,4,4,4,6,5,3,5,4,5
"65212",5,3,4,5,2,6,5,5,6,3,4,5,5,5,6,4,4,5,5,5,5,6,5,2,4
"65213",5,2,6,2,6,4,4,5,5,1,3,2,5,6,5,1,1,2,3,1,5,3,5,4,1
"65215",6,6,6,6,6,5,5,4,2,3,5,6,5,6,5,6,5,1,2,2,6,6,6,6,6
"65220",4,5,4,5,5,4,2,5,3,2,6,2,5,4,6,2,1,1,3,3,6,4,5,6,5
"65223",4,5,1,3,4,5,5,3,3,2,2,1,3,4,3,2,1,2,3,3,5,6,6,6,6
"65224",3,4,4,2,4,6,6,6,5,5,2,2,3,5,6,4,2,5,5,3,4,4,3,3,4
"65229",5,6,6,6,6,4,5,5,6,5,5,4,5,4,5,3,2,2,4,3,5,4,5,5,6
"65230",2,4,5,2,5,5,5,5,5,6,6,5,4,5,5,3,3,2,5,5,5,4,5,6,3
"65232",3,4,5,1,5,4,3,3,2,2,6,6,6,6,6,4,5,4,6,4,6,6,5,5,6
"65235",3,6,5,6,6,4,3,4,4,3,4,1,1,4,5,3,1,1,1,3,5,1,4,6,4
"65236",5,5,5,4,5,4,3,3,5,5,3,3,5,5,4,4,4,5,2,5,6,1,5,2,5
"65237",4,4,4,4,4,4,4,5,5,4,4,3,NA,4,4,3,4,6,4,5,4,3,3,3,4
"65238",6,6,5,5,6,6,6,6,6,6,5,6,5,2,6,6,6,5,5,6,4,6,6,2,6
"65240",5,6,6,6,1,5,5,2,5,1,2,1,5,1,6,3,2,2,1,1,4,6,5,6,6
"65241",6,6,6,6,6,5,5,5,6,5,6,6,6,6,6,3,5,5,6,5,5,2,4,4,5
"65245",5,5,2,6,NA,1,6,1,6,2,4,2,2,5,4,6,4,6,3,6,6,4,4,6,6
"65247",4,5,4,6,4,5,2,3,3,2,4,3,4,4,4,1,1,1,2,2,4,2,4,2,5
"65249",6,4,2,6,5,5,5,3,5,2,4,1,5,4,5,6,3,5,5,5,5,3,5,5,5
"65252",2,5,2,5,2,5,4,4,5,3,2,4,4,4,2,5,5,5,3,5,5,5,5,4,5
"65254",4,3,5,1,5,5,5,4,6,3,5,6,5,4,5,5,2,3,3,6,5,5,5,4,6
"65255",2,6,5,6,4,6,5,4,6,6,4,5,NA,5,4,6,6,5,5,6,6,6,6,6,6
"65256",4,3,1,1,3,5,5,4,5,2,4,1,4,2,6,4,4,4,4,3,2,5,5,4,5
"65257",5,5,5,5,4,4,4,6,6,2,3,4,1,4,5,3,2,3,2,2,4,5,5,5,5
"65258",6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,1,2,1,1,6,6,3,5,6,6
"65260",3,5,5,5,6,5,4,4,5,5,5,5,4,6,5,6,3,5,5,6,4,5,5,2,5
"65262",6,5,5,5,6,5,5,3,4,3,5,6,5,5,5,2,1,2,4,4,4,2,5,5,4
"65266",6,5,6,6,6,5,6,6,5,6,3,5,6,5,5,6,6,6,5,6,5,5,6,2,4
"65267",5,5,5,6,5,5,5,6,5,5,5,5,2,5,5,5,6,6,5,5,5,5,2,5,5
"65268",6,5,4,5,4,5,6,6,4,1,5,2,4,5,3,5,4,2,2,1,6,5,5,6,6
"65271",6,5,2,5,3,3,2,4,5,2,4,5,4,4,5,4,4,2,3,2,5,4,5,6,2
"65273",4,6,3,4,3,5,2,4,2,5,2,2,2,3,3,2,3,3,4,1,4,2,4,5,1
"65274",6,4,5,4,5,5,6,3,6,4,4,6,6,6,6,4,5,5,5,3,5,3,5,2,5
"65275",5,5,5,6,2,6,5,4,3,1,5,5,2,3,2,5,6,4,5,3,3,5,2,4,4
"65278",5,6,4,4,3,5,4,5,4,3,6,3,2,4,5,5,2,3,3,5,5,6,5,6,5
"65279",5,5,5,5,5,5,2,2,4,5,4,3,4,5,5,4,4,3,3,3,4,4,3,4,2
"65281",4,5,2,2,5,2,3,5,6,5,5,5,3,2,4,5,5,2,5,5,4,5,1,2,4
"65282",5,2,2,5,5,6,6,5,6,3,5,4,3,2,4,3,3,5,6,4,6,5,4,1,6
"65285",3,4,3,2,5,5,4,4,5,2,2,3,4,3,2,5,3,2,3,2,4,5,5,6,6
"65286",NA,6,5,6,6,6,5,5,6,5,5,5,4,5,6,5,6,5,4,5,5,6,6,6,6
"65288",3,6,4,6,3,5,2,3,2,3,6,6,4,4,5,3,3,3,3,2,6,5,4,5,6
"65289",6,6,6,4,6,2,4,4,6,5,5,6,6,6,4,6,6,6,6,6,3,6,2,1,NA
"65291",6,5,4,4,5,6,2,3,4,3,4,3,4,3,5,5,5,3,3,5,4,5,4,5,1
"65295",5,5,4,5,5,4,3,4,3,4,4,3,1,2,5,3,3,3,3,3,4,5,4,6,4
"65296",5,5,5,6,5,5,5,5,3,3,1,2,5,5,4,6,3,6,3,6,2,3,5,3,2
"65297",5,4,3,6,4,4,2,2,6,2,6,6,3,6,2,4,3,3,3,4,4,6,2,2,5
"65299",6,6,6,5,5,4,2,4,4,2,2,6,5,4,4,4,3,5,5,5,6,6,4,4,5
"65300",6,6,6,6,6,6,6,6,6,6,6,5,4,6,5,6,4,4,6,6,6,6,6,5,6
"65301",2,4,4,4,3,4,2,2,3,3,5,5,5,4,4,5,5,6,4,6,5,6,6,4,5
"65307",3,5,4,5,5,5,5,6,3,3,3,1,4,2,3,6,6,6,6,5,6,5,5,6,5
"65309",2,2,1,2,5,2,4,3,3,2,5,2,2,3,5,3,2,2,2,1,3,6,6,6,6
"65311",6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,1
"65313",6,4,4,6,4,6,6,5,6,2,2,2,4,3,6,2,2,3,2,1,4,6,3,6,5
"65314",5,6,4,5,5,5,6,5,6,3,5,2,5,4,6,1,1,2,NA,1,4,4,6,5,6
"65316",4,3,4,2,4,5,4,5,4,2,1,2,3,3,4,4,3,3,3,1,3,2,4,5,3
"65319",5,4,4,5,4,2,2,4,3,2,3,4,4,5,4,6,4,5,5,6,5,6,4,6,6
"65320",5,6,4,6,5,2,5,2,3,2,4,5,4,5,5,2,3,2,3,1,5,3,3,3,2
"65322",5,2,4,5,2,6,6,5,5,4,1,2,6,1,2,2,2,3,2,3,6,6,6,6,6
"65326",5,5,5,2,5,3,2,4,4,3,5,5,4,5,5,4,3,4,4,5,5,4,4,5,4
"65327",5,5,5,5,5,6,5,4,4,3,5,3,4,5,3,3,3,3,3,3,4,3,4,5,4
"65332",6,6,5,6,5,3,4,5,2,2,4,2,4,5,5,5,3,4,4,5,5,4,4,2,4
"65335",6,6,6,6,5,6,5,5,6,4,4,5,3,6,4,3,3,3,5,4,4,6,5,5,5
"65342",5,5,5,2,5,3,2,5,4,3,5,5,4,5,5,5,3,6,5,5,4,5,4,5,5
"65343",5,5,5,2,5,3,3,5,4,3,5,5,5,5,5,5,3,6,5,5,4,5,4,5,5
"65344",5,6,5,3,5,3,3,4,5,3,5,6,5,5,5,5,3,6,5,5,5,5,4,6,5
"65346",5,5,5,2,5,3,3,4,5,3,5,6,5,5,5,5,3,5,5,5,5,5,4,6,5
"65347",4,4,4,5,5,5,4,2,5,2,5,3,2,4,4,3,3,3,2,4,4,3,5,4,4
"65348",6,4,4,4,4,5,3,4,4,5,4,6,3,5,5,5,4,3,5,4,5,5,4,4,5
"65349",4,5,6,5,5,5,6,3,5,2,6,3,6,4,6,3,3,2,1,5,5,6,6,6,6
"65352",2,5,2,5,3,6,6,5,6,6,4,3,3,3,5,3,2,5,3,6,3,5,4,6,5
"65353",6,5,5,6,6,5,2,2,5,4,5,5,5,6,5,5,4,5,5,6,5,2,5,3,2
"65356",6,6,5,5,5,5,2,5,6,3,5,6,3,5,4,5,3,3,5,3,5,5,5,6,5
"65359",4,3,4,3,4,5,5,3,4,2,4,2,3,3,2,2,2,1,3,3,5,5,6,5,6
"65361",6,6,3,5,4,5,2,4,4,2,1,4,2,3,1,6,5,6,5,4,5,5,3,5,5
"65362",3,2,4,5,4,4,4,5,NA,6,2,3,1,3,2,NA,5,6,4,3,5,6,4,2,NA
"65363",6,6,5,4,6,5,4,4,2,1,3,3,4,3,5,5,2,6,5,3,6,1,5,4,5
"65370",5,5,6,6,6,6,5,4,2,2,6,5,3,6,3,3,6,1,1,5,5,6,4,2,2
"65372",6,6,6,4,6,6,6,5,6,2,6,3,6,4,5,2,2,1,3,2,6,6,6,6,6
"65374",6,6,6,6,5,5,4,5,6,6,3,3,4,5,4,3,3,3,3,5,5,6,4,5,5
"65377",6,6,6,6,5,6,6,6,5,6,3,3,4,5,5,6,3,6,6,6,6,5,5,6,6
"65378",2,4,2,5,3,5,6,6,6,5,4,5,4,5,4,5,2,5,4,6,6,6,5,4,6
"65381",2,2,1,2,2,4,6,6,6,2,6,1,2,5,2,1,1,1,1,1,6,4,5,6,6
"65382",2,6,6,6,6,6,6,6,6,4,3,4,5,6,5,6,2,3,3,4,5,5,5,6,6
"65385",6,6,4,5,6,2,3,3,3,1,5,3,4,6,2,6,6,6,6,3,3,5,5,6,5
"65386",5,5,4,6,4,2,1,2,3,2,3,3,4,4,3,5,4,5,4,5,3,4,4,3,5
"65387",4,5,6,6,5,3,6,6,6,6,6,6,6,5,3,6,6,5,5,6,6,6,6,2,6
"65388",6,6,6,5,6,6,6,6,6,6,1,3,5,5,6,1,1,2,1,2,3,3,6,6,6
"65391",6,6,6,6,6,5,5,5,6,6,4,5,5,5,4,6,6,5,5,6,5,6,5,5,6
"65392",3,3,3,5,1,3,5,2,2,2,6,6,4,2,2,1,1,1,1,1,2,2,4,6,2
"65395",5,5,5,5,6,4,5,5,3,3,3,5,5,5,4,3,3,2,3,3,4,4,4,5,4
"65401",5,4,5,6,5,3,2,5,4,2,3,6,5,3,1,5,2,1,3,5,2,4,5,2,5
"65402",6,6,6,4,6,4,4,1,2,2,3,2,5,2,2,2,2,2,1,5,5,6,6,6,5
"65403",6,6,6,6,6,6,6,4,6,4,1,3,5,5,6,1,1,4,6,3,3,2,6,4,3
"65404",3,5,4,6,5,4,3,1,3,1,4,6,NA,6,6,3,1,2,1,1,6,1,3,6,2
"65405",6,5,6,4,6,2,5,5,1,2,5,6,6,5,6,3,2,4,3,3,5,2,6,2,3
"65407",6,5,6,6,1,1,6,5,6,6,6,6,5,6,1,2,5,6,2,2,6,3,5,1,5
"65408",4,4,3,5,4,5,5,4,4,5,1,1,2,2,3,3,3,5,4,5,6,6,5,6,6
"65411",4,6,6,5,5,4,3,4,3,2,5,5,5,6,6,4,2,3,3,2,6,3,4,5,4
"65412",1,4,1,5,4,5,4,5,2,1,1,1,4,4,5,6,6,6,6,6,6,2,1,5,2
"65413",5,4,4,5,5,5,6,5,6,4,5,4,4,5,4,4,2,2,4,1,4,4,4,5,5
"65415",6,5,4,6,4,3,6,5,5,4,2,3,4,5,4,6,6,5,4,3,5,2,5,2,2
"65417",6,5,5,6,5,5,4,4,5,2,6,2,5,6,2,6,6,6,5,1,4,5,5,5,1
"65419",3,3,5,6,4,4,5,5,6,4,2,4,3,5,3,6,3,4,3,5,4,3,5,3,5
"65420",6,6,6,6,3,1,6,5,6,6,5,NA,6,5,5,5,5,6,6,5,5,6,5,5,6
"65421",1,6,4,4,4,4,5,5,5,2,2,6,2,6,5,2,3,1,3,2,5,3,4,4,4
"65424",6,5,6,5,5,4,NA,5,3,2,3,3,4,4,3,5,3,4,4,5,4,5,6,6,6
"65426",5,6,5,5,3,5,5,6,5,5,2,1,4,2,4,2,2,1,2,1,5,6,5,6,5
"65428",6,6,6,4,6,4,5,5,5,5,6,6,4,6,5,5,5,5,3,5,5,3,5,5,5
"65430",5,5,5,1,4,4,2,5,3,1,3,3,5,1,1,5,3,5,2,3,5,6,5,5,2
"65432",2,4,5,6,2,6,4,3,1,3,4,3,5,5,6,2,1,1,4,4,5,5,4,6,5
"65433",3,4,4,5,4,3,5,6,4,5,1,3,4,4,4,3,2,2,1,6,5,4,4,6,6
"65434",5,6,6,6,5,5,5,5,5,5,6,5,5,6,5,5,5,6,6,5,5,4,5,5,5
"65435",2,4,5,4,5,4,5,6,4,4,4,5,6,2,6,1,1,1,1,1,6,3,5,6,6
"65437",1,6,6,5,5,6,5,6,6,5,6,5,5,6,6,6,6,6,6,6,6,6,5,1,6
"65439",4,1,1,2,1,6,4,2,1,2,1,2,4,6,5,6,3,1,1,1,6,2,1,6,6
"65440",5,6,6,2,4,5,4,4,3,1,4,5,4,5,4,3,3,4,2,5,6,6,4,6,6
"65442",6,5,6,5,5,5,5,5,6,6,3,3,4,2,5,4,4,2,2,6,6,6,6,6,6
"65445",6,6,6,6,4,1,5,6,6,6,6,6,5,2,6,4,3,3,6,6,5,3,4,2,4
"65446",5,5,4,3,3,4,4,4,3,1,1,2,3,6,5,3,3,3,2,2,5,4,4,5,2
"65448",6,6,6,6,6,5,3,1,1,5,3,5,6,3,6,1,1,1,1,1,6,6,6,6,6
"65450",3,5,5,4,5,5,5,4,4,3,2,4,5,5,6,5,5,5,4,6,5,5,5,6,5
"65452",4,4,3,1,3,6,4,4,3,2,5,3,2,2,5,4,3,2,4,5,4,6,5,5,4
"65453",6,5,6,4,6,6,6,3,5,5,3,5,5,5,6,6,2,1,3,1,4,5,6,6,6
"65455",4,5,5,3,5,5,6,3,6,5,1,3,4,5,5,3,3,2,3,3,4,6,5,5,5
"65457",6,6,5,4,4,4,5,2,4,2,6,4,3,4,5,5,4,2,1,5,5,6,5,5,5
